strategy_id,strategy_name,feature_name,feature_family,baseline_importance,retained,removed
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__damage_band_LOW_DAMAGE,DAMAGE_STATE,0.0011520933060796092,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__opponent_card_Eevee,CARD_IDENTITY,0.001098859256682708,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__player_card_Charmander,CARD_IDENTITY,0.0008126289557440657,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__player_card_Eevee,CARD_IDENTITY,0.0007993806562924033,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__damage_band_MEDIUM_DAMAGE,DAMAGE_STATE,0.0004203778110162657,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,numeric__energy_difference,ENERGY_STATE,2.0940410460515372e-05,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__inactive_card_Meowth,CARD_IDENTITY,1.0243439602399372e-05,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__battle_phase_MID,TURN_STATE,6.729906177751652e-06,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__inactive_card_Bulbasaur,CARD_IDENTITY,1.8363883623673589e-06,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,categorical__inactive_card_Charmander,CARD_IDENTITY,1.7837677267534558e-16,True,False
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,Remove signatures and card-action compatibility flags,numeric__absolute_energy_difference,ENERGY_STATE,9.993041393240307e-17,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__legal_move_signature_ascension,LEGAL_MOVE_SIGNATURE,0.05628511779747432,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__is_legal__pass,LEGAL_ACTION_FLAG,0.04799978307116283,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__is_legal__ascension,LEGAL_ACTION_FLAG,0.04426070080363948,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__single_legal_move_flag,LEGAL_CHOICE_STRUCTURE,0.038381307664202564,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__legal_move_signature_pass,LEGAL_MOVE_SIGNATURE,0.0379820570766421,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__legal_move_signature_ascension | quick attack,LEGAL_MOVE_SIGNATURE,0.03776131945344856,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__active_card_can_use__live_coal,CARD_ACTION_COMPATIBILITY,0.036131694298422806,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__is_legal__quick_attack,LEGAL_ACTION_FLAG,0.035459487222360975,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__multi_legal_move_flag,LEGAL_CHOICE_STRUCTURE,0.035189324368894596,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__active_card_Charmander,CARD_IDENTITY,0.03350559079955056,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__recomputed_legal_move_count,LEGAL_CHOICE_STRUCTURE,0.03149544076658746,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__is_legal__live_coal,LEGAL_ACTION_FLAG,0.03137223325201869,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__model_choice_required_flag,LEGAL_CHOICE_STRUCTURE,0.02859590886049902,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__legal_move_signature_live coal,LEGAL_MOVE_SIGNATURE,0.027644348537506226,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__defending_damage,DAMAGE_STATE,0.024354377997722814,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__damage_difference,DAMAGE_STATE,0.02352161321162608,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__active_card_can_use__pass,CARD_ACTION_COMPATIBILITY,0.021388478747695016,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__active_card_Eevee,CARD_IDENTITY,0.019649155060483422,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__inactive_card_Eevee,CARD_IDENTITY,0.019213352467578482,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__active_card_can_use__quick_attack,CARD_ACTION_COMPATIBILITY,0.018999959740871784,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__is_legal__bind_down,LEGAL_ACTION_FLAG,0.018402984063034578,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__active_card_can_use__ascension,CARD_ACTION_COMPATIBILITY,0.017935226528192735,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__side_mode_PRESERVE,SIDE_CONTEXT,0.01691480973098919,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__acting_damage,DAMAGE_STATE,0.016881202100312645,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__active_card_can_use__bind_down,CARD_ACTION_COMPATIBILITY,0.016829381388164137,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__acting_energy,ENERGY_STATE,0.016018063730452087,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__side_mode_FLIP,SIDE_CONTEXT,0.015371531433407517,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__active_card_Bulbasaur,CARD_IDENTITY,0.015153633451258704,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__hand_size,RESOURCE_STATE,0.014592530253661543,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__legal_move_signature_bind down,LEGAL_MOVE_SIGNATURE,0.014102399014928041,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__player_card_Bulbasaur,CARD_IDENTITY,0.014091540159297079,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__legal_move_signature_tuck tail,LEGAL_MOVE_SIGNATURE,0.013704143510928558,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__turn_number,TURN_STATE,0.013653121765310292,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__opponent_energy,ENERGY_STATE,0.012526099210503551,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__is_legal__tuck_tail,LEGAL_ACTION_FLAG,0.012369725068908264,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__player_energy,ENERGY_STATE,0.012161583931027096,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__damage_band_HIGH_DAMAGE,DAMAGE_STATE,0.011638169993633082,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__absolute_damage_difference,DAMAGE_STATE,0.011409823054473672,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__player_damage,DAMAGE_STATE,0.010685395205310474,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__active_card_Meowth,CARD_IDENTITY,0.010517225923630219,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__defending_energy,ENERGY_STATE,0.010352708224617927,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__active_card_can_use__tuck_tail,CARD_ACTION_COMPATIBILITY,0.009981328092271513,False,True
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__energy_band_ZERO,ENERGY_STATE,0.009115273410137896,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__player_card_Meowth,CARD_IDENTITY,0.008609453561374355,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__energy_band_LOW,ENERGY_STATE,0.006983848673582779,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__energy_band_READY,ENERGY_STATE,0.0033492005804202376,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__opponent_damage,DAMAGE_STATE,0.0029763605923927893,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__prize_cards_remaining,RESOURCE_STATE,0.00212963004947985,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__current_side_Player,SIDE_CONTEXT,0.0020273445905789936,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__battle_phase_LATE,TURN_STATE,0.0018315635211020199,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__current_side_Opponent,SIDE_CONTEXT,0.00150387372320415,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__battle_phase_EARLY,TURN_STATE,0.0014949078432448144,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__opponent_card_Charmander,CARD_IDENTITY,0.0011715762913631891,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__damage_band_LOW_DAMAGE,DAMAGE_STATE,0.0011520933060796092,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__opponent_card_Eevee,CARD_IDENTITY,0.001098859256682708,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__player_card_Charmander,CARD_IDENTITY,0.0008126289557440657,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__player_card_Eevee,CARD_IDENTITY,0.0007993806562924033,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__damage_band_MEDIUM_DAMAGE,DAMAGE_STATE,0.0004203778110162657,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__energy_difference,ENERGY_STATE,2.0940410460515372e-05,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__inactive_card_Meowth,CARD_IDENTITY,1.0243439602399372e-05,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__battle_phase_MID,TURN_STATE,6.729906177751652e-06,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__inactive_card_Bulbasaur,CARD_IDENTITY,1.8363883623673589e-06,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,categorical__inactive_card_Charmander,CARD_IDENTITY,1.7837677267534558e-16,True,False
R3_STATE_CENTRIC_POLICY,State-centric policy with minimal legality structure,numeric__absolute_energy_difference,ENERGY_STATE,9.993041393240307e-17,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__legal_move_signature_ascension,LEGAL_MOVE_SIGNATURE,0.05628511779747432,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__is_legal__pass,LEGAL_ACTION_FLAG,0.04799978307116283,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__is_legal__ascension,LEGAL_ACTION_FLAG,0.04426070080363948,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__single_legal_move_flag,LEGAL_CHOICE_STRUCTURE,0.038381307664202564,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__legal_move_signature_pass,LEGAL_MOVE_SIGNATURE,0.0379820570766421,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__legal_move_signature_ascension | quick attack,LEGAL_MOVE_SIGNATURE,0.03776131945344856,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__active_card_can_use__live_coal,CARD_ACTION_COMPATIBILITY,0.036131694298422806,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__is_legal__quick_attack,LEGAL_ACTION_FLAG,0.035459487222360975,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__multi_legal_move_flag,LEGAL_CHOICE_STRUCTURE,0.035189324368894596,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__active_card_Charmander,CARD_IDENTITY,0.03350559079955056,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__recomputed_legal_move_count,LEGAL_CHOICE_STRUCTURE,0.03149544076658746,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__is_legal__live_coal,LEGAL_ACTION_FLAG,0.03137223325201869,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__model_choice_required_flag,LEGAL_CHOICE_STRUCTURE,0.02859590886049902,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__legal_move_signature_live coal,LEGAL_MOVE_SIGNATURE,0.027644348537506226,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__defending_damage,DAMAGE_STATE,0.024354377997722814,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__damage_difference,DAMAGE_STATE,0.02352161321162608,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__active_card_can_use__pass,CARD_ACTION_COMPATIBILITY,0.021388478747695016,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__active_card_Eevee,CARD_IDENTITY,0.019649155060483422,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__inactive_card_Eevee,CARD_IDENTITY,0.019213352467578482,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__active_card_can_use__quick_attack,CARD_ACTION_COMPATIBILITY,0.018999959740871784,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__is_legal__bind_down,LEGAL_ACTION_FLAG,0.018402984063034578,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__active_card_can_use__ascension,CARD_ACTION_COMPATIBILITY,0.017935226528192735,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__side_mode_PRESERVE,SIDE_CONTEXT,0.01691480973098919,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__acting_damage,DAMAGE_STATE,0.016881202100312645,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__active_card_can_use__bind_down,CARD_ACTION_COMPATIBILITY,0.016829381388164137,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__acting_energy,ENERGY_STATE,0.016018063730452087,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__side_mode_FLIP,SIDE_CONTEXT,0.015371531433407517,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__active_card_Bulbasaur,CARD_IDENTITY,0.015153633451258704,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__hand_size,RESOURCE_STATE,0.014592530253661543,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__legal_move_signature_bind down,LEGAL_MOVE_SIGNATURE,0.014102399014928041,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__player_card_Bulbasaur,CARD_IDENTITY,0.014091540159297079,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__legal_move_signature_tuck tail,LEGAL_MOVE_SIGNATURE,0.013704143510928558,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__turn_number,TURN_STATE,0.013653121765310292,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__opponent_energy,ENERGY_STATE,0.012526099210503551,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__is_legal__tuck_tail,LEGAL_ACTION_FLAG,0.012369725068908264,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__player_energy,ENERGY_STATE,0.012161583931027096,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__damage_band_HIGH_DAMAGE,DAMAGE_STATE,0.011638169993633082,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__absolute_damage_difference,DAMAGE_STATE,0.011409823054473672,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__player_damage,DAMAGE_STATE,0.010685395205310474,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__active_card_Meowth,CARD_IDENTITY,0.010517225923630219,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__defending_energy,ENERGY_STATE,0.010352708224617927,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__active_card_can_use__tuck_tail,CARD_ACTION_COMPATIBILITY,0.009981328092271513,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__energy_band_ZERO,ENERGY_STATE,0.009115273410137896,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__player_card_Meowth,CARD_IDENTITY,0.008609453561374355,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__energy_band_LOW,ENERGY_STATE,0.006983848673582779,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__energy_band_READY,ENERGY_STATE,0.0033492005804202376,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__opponent_damage,DAMAGE_STATE,0.0029763605923927893,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__prize_cards_remaining,RESOURCE_STATE,0.00212963004947985,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__current_side_Player,SIDE_CONTEXT,0.0020273445905789936,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__battle_phase_LATE,TURN_STATE,0.0018315635211020199,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__current_side_Opponent,SIDE_CONTEXT,0.00150387372320415,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__battle_phase_EARLY,TURN_STATE,0.0014949078432448144,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__opponent_card_Charmander,CARD_IDENTITY,0.0011715762913631891,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__damage_band_LOW_DAMAGE,DAMAGE_STATE,0.0011520933060796092,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__opponent_card_Eevee,CARD_IDENTITY,0.001098859256682708,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__player_card_Charmander,CARD_IDENTITY,0.0008126289557440657,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__player_card_Eevee,CARD_IDENTITY,0.0007993806562924033,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__damage_band_MEDIUM_DAMAGE,DAMAGE_STATE,0.0004203778110162657,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__energy_difference,ENERGY_STATE,2.0940410460515372e-05,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__inactive_card_Meowth,CARD_IDENTITY,1.0243439602399372e-05,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__battle_phase_MID,TURN_STATE,6.729906177751652e-06,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__inactive_card_Bulbasaur,CARD_IDENTITY,1.8363883623673589e-06,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,categorical__inactive_card_Charmander,CARD_IDENTITY,1.7837677267534558e-16,True,False
R4_SIGNATURE_DROPOUT_AUGMENTATION,Legal-signature dropout during training,numeric__absolute_energy_difference,ENERGY_STATE,9.993041393240307e-17,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__legal_move_signature_ascension,LEGAL_MOVE_SIGNATURE,0.05628511779747432,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__is_legal__pass,LEGAL_ACTION_FLAG,0.04799978307116283,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__is_legal__ascension,LEGAL_ACTION_FLAG,0.04426070080363948,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__single_legal_move_flag,LEGAL_CHOICE_STRUCTURE,0.038381307664202564,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__legal_move_signature_pass,LEGAL_MOVE_SIGNATURE,0.0379820570766421,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__legal_move_signature_ascension | quick attack,LEGAL_MOVE_SIGNATURE,0.03776131945344856,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__active_card_can_use__live_coal,CARD_ACTION_COMPATIBILITY,0.036131694298422806,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__is_legal__quick_attack,LEGAL_ACTION_FLAG,0.035459487222360975,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__multi_legal_move_flag,LEGAL_CHOICE_STRUCTURE,0.035189324368894596,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__active_card_Charmander,CARD_IDENTITY,0.03350559079955056,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__recomputed_legal_move_count,LEGAL_CHOICE_STRUCTURE,0.03149544076658746,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__is_legal__live_coal,LEGAL_ACTION_FLAG,0.03137223325201869,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__model_choice_required_flag,LEGAL_CHOICE_STRUCTURE,0.02859590886049902,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__legal_move_signature_live coal,LEGAL_MOVE_SIGNATURE,0.027644348537506226,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__defending_damage,DAMAGE_STATE,0.024354377997722814,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__damage_difference,DAMAGE_STATE,0.02352161321162608,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__active_card_can_use__pass,CARD_ACTION_COMPATIBILITY,0.021388478747695016,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__active_card_Eevee,CARD_IDENTITY,0.019649155060483422,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__inactive_card_Eevee,CARD_IDENTITY,0.019213352467578482,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__active_card_can_use__quick_attack,CARD_ACTION_COMPATIBILITY,0.018999959740871784,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__is_legal__bind_down,LEGAL_ACTION_FLAG,0.018402984063034578,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__active_card_can_use__ascension,CARD_ACTION_COMPATIBILITY,0.017935226528192735,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__side_mode_PRESERVE,SIDE_CONTEXT,0.01691480973098919,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__acting_damage,DAMAGE_STATE,0.016881202100312645,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__active_card_can_use__bind_down,CARD_ACTION_COMPATIBILITY,0.016829381388164137,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__acting_energy,ENERGY_STATE,0.016018063730452087,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__side_mode_FLIP,SIDE_CONTEXT,0.015371531433407517,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__active_card_Bulbasaur,CARD_IDENTITY,0.015153633451258704,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__hand_size,RESOURCE_STATE,0.014592530253661543,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__legal_move_signature_bind down,LEGAL_MOVE_SIGNATURE,0.014102399014928041,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__player_card_Bulbasaur,CARD_IDENTITY,0.014091540159297079,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,categorical__legal_move_signature_tuck tail,LEGAL_MOVE_SIGNATURE,0.013704143510928558,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__turn_number,TURN_STATE,0.013653121765310292,True,False
R5_BALANCED_ASCENSION_COUNTERFACTUALS,Add state-matched Ascension counterfactual training cases,numeric__opponent_energy,ENERGY_STATE,0.012526099210503551,True,False
